version,version_date,name,full_name,country_flag,description,image,height,weight,positions,dob,overall_rating,potential,value,wage,profile_preferred_foot,profile_weak_foot,profile_skill_moves,profile_international_reputation,profile_work_rate,profile_body_type,profile_real_face,profile_release_clause,profile_id,specialities,club_id,club_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_logo,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,traits
230025,2023-04-06,Marco Verratti,Marco Verratti,https://cdn.sofifa.net/flags/it.png,"Marco Verratti (born 5 November 1992) is an Italian footballer who plays as a centre midfield for French club Paris Saint Germain, and the Italy national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/199/556/23_120.png,165,132,"CM,CAM",1992-11-05,87,87,€77.5M,€155K,right,4,4,3,medium/high,unique,yes,€143.4m,199556,"Dribbler,Playmaker,Tactician,Acrobat,Complete midfielder",73,Paris Saint Germain,https://cdn.sofifa.net/teams/73/60.png,84,CDM,6,2012-07-18,2026,1343,Italy,https://cdn.sofifa.net/teams/1343/60.png,82,lcm,6,82,60,57,90,64,91,85,64,89,92,65,55,90,87,93,60,66,75,53,58,89,86,78,89,64,94,78,82,84,12,12,15,15,10,"Injury prone,Dives into tackles (AI),Flair,Playmaker (AI),Outside foot shot"
230025,2023-04-06,De Gea,David De Gea Quintana,https://cdn.sofifa.net/flags/es.png,"De Gea (David de Gea Quintana, born 7 November 1990) is a Spanish footballer who plays as a goalkeeper for British club Manchester United. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/193/080/23_120.png,192,168,GK,1990-11-07,87,87,€42M,€150K,right,3,1,4,medium/medium,unique,yes,€79.8m,193080,,11,Manchester United,https://cdn.sofifa.net/teams/11/60.png,82,GK,1,2011-07-01,2023,,,,,,,17,13,21,44,13,18,21,19,45,34,52,50,63,88,43,55,67,30,55,12,20,21,9,47,29,55,25,21,13,88,79,73,86,89,"Solid player,Cautious with crosses,Saves with feet"
230025,2023-04-06,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,https://cdn.sofifa.net/flags/pt.png,"Cristiano Ronaldo (Cristiano Ronaldo dos Santos Aveiro, born 5 February 1985) is a Portuguese footballer who plays as a striker for Saudi Arabian club Al Nassr, and the Portugal national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/020/801/23_120.png,187,183,ST,1985-02-05,87,87,€27M,€72K,right,4,5,5,high/low,unique,yes,€45.9m,20801,"Distance shooter,Clinical finisher",112139,Al Nassr,https://cdn.sofifa.net/teams/112139/60.png,73,ST,7,2023-01-01,2025,1354,Portugal,https://cdn.sofifa.net/teams/1354/60.png,83,rs,7,77,90,89,76,84,79,79,75,70,86,75,82,77,89,67,92,95,70,75,87,62,29,92,76,90,93,24,32,24,7,11,15,14,11,"Power free-kick,Flair,Long shot taker (AI),Outside foot shot"
230025,2023-04-06,Federico Valverde,Federico Santiago Valverde Dipetta,https://cdn.sofifa.net/flags/uy.png,"Federico Valverde (Federico Santiago Valverde Dipetta, born 22 July 1998) is a Uruguayan footballer who plays as a centre midfield for Spanish club Real Madrid. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/239/053/23_120.png,182,172,"CM,RW",1998-07-22,86,91,€102M,€210K,right,4,3,1,high/high,unique,yes,€216.8m,239053,"Engine,Distance shooter",243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,RW,15,2016-07-22,2027,,,,,,,78,76,59,86,70,81,74,69,87,85,84,91,77,87,68,89,62,89,80,87,81,81,80,83,59,82,79,82,79,6,10,6,15,8,"Long shot taker (AI),Outside foot shot"
230025,2023-04-06,Vinícius Jr.,Vinícius José Paixão de Oliveira Júnior,https://cdn.sofifa.net/flags/br.png,"Vinícius Jr. (Vinícius José Paixão de Oliveira Júnior, born 12 July 2000) is a Brazilian footballer who plays as a left winger for Spanish club Real Madrid. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/238/794/23_120.png,176,161,LW,2000-07-12,86,92,€109M,€200K,right,4,5,2,high/high,lean (170-185),yes,€245.3m,238794,"Speedster,Dribbler,Acrobat",243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,LW,20,2018-07-12,2025,,,,,,,72,84,50,75,72,92,77,62,73,89,95,95,94,82,83,76,75,84,62,76,58,26,82,75,65,79,32,25,18,5,7,7,7,10,"Flair,Speed dribbler (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Gregor Kobel,Gregor Kobel,https://cdn.sofifa.net/flags/ch.png,Gregor Kobel (born 6 December 1997) is a Swiss footballer who plays as a goalkeeper for German club Borussia Dortmund. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/235/073/23_120.png,195,194,GK,1997-12-06,86,89,€72.5M,€52K,right,3,1,1,medium/medium,normal (185+),yes,€128.7m,235073,,22,Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,81,GK,1,2021-07-01,2026,,,,,,,13,10,13,39,10,24,13,12,33,34,38,52,37,84,29,56,70,30,81,10,24,14,10,59,12,66,15,15,15,86,84,74,82,88,"Leadership,GK Long throw,Rushes out of goal,Comes for crosses,Saves with feet"
230025,2023-04-06,Christopher Nkunku,Christopher Nkunku,https://cdn.sofifa.net/flags/fr.png,Christopher Nkunku (born 14 November 1997) is a French footballer who plays as a centre forward for German club RB Leipzig. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/232/411/23_120.png,175,161,"CF,CAM,ST",1997-11-14,86,89,€94M,€90K,right,3,5,3,medium/medium,normal (170-185),yes,€166.9m,232411,"Dribbler,Acrobat",112172,RB Leipzig,https://cdn.sofifa.net/teams/112172/60.png,81,LS,18,2019-07-18,2024,,,,,,,81,86,61,85,70,89,82,80,80,88,81,85,88,85,90,79,59,78,64,78,59,64,86,84,67,81,62,64,54,5,6,10,15,7,"Finesse shot,Flair,Playmaker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Milan Škriniar,Milan Škriniar,https://cdn.sofifa.net/flags/sk.png,Milan Škriniar (born 11 February 1995) is a Slovak footballer who plays as a centre back for Italian club Inter. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/232/363/23_120.png,187,176,CB,1995-02-11,86,87,€68.5M,€105K,right,3,2,3,low/high,unique,yes,€118.2m,232363,,44,Inter,https://cdn.sofifa.net/teams/44/60.png,83,RCB,37,2017-07-07,2023,,,,,,,40,42,81,72,40,64,34,30,73,70,75,81,54,87,56,50,85,81,89,30,87,85,30,46,56,87,90,92,81,10,13,12,8,12,"Solid player,Team player"
230025,2023-04-06,Sergej Milinković-Savić,Sergej Milinković-Savić,https://cdn.sofifa.net/flags/rs.png,Sergej Milinković-Savić (born 27 February 1995) is a Serbian footballer who plays as a centre midfield for Italian club Lazio. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/223/848/23_120.png,192,168,CM,1995-02-27,86,86,€72M,€90K,right,5,4,3,high/medium,normal (185+),yes,€122.4m,223848,,46,Lazio,https://cdn.sofifa.net/teams/46/60.png,79,RCM,21,2015-08-06,2024,,,,,,,71,82,86,86,74,85,81,78,86,87,66,70,62,84,63,83,87,91,87,81,79,79,82,83,59,84,78,79,74,7,10,7,16,7,"Flair,Power header,Outside foot shot"
230025,2023-04-06,Andrew Robertson,Andrew Robertson,https://cdn.sofifa.net/flags/gb-sct.png,"Andrew Robertson (born 11 March 1994) is a Scottish footballer who plays as a left back for British club Liverpool, and the Scotland national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/216/267/23_120.png,178,141,LB,1994-03-11,86,86,€61.5M,€170K,left,2,3,3,high/high,unique,yes,€113.8m,216267,"Engine,Crosser",9,Liverpool,https://cdn.sofifa.net/teams/9/60.png,84,LB,26,2017-07-21,2026,1359,Scotland,https://cdn.sofifa.net/teams/1359/60.png,75,lwb,3,87,55,67,82,32,81,82,71,76,83,82,79,75,85,74,76,62,95,65,65,85,83,80,82,55,83,82,83,81,11,8,10,7,14,"Early crosser,Speed dribbler (AI)"
230025,2023-04-06,Aymeric Laporte,Aymeric Laporte,https://cdn.sofifa.net/flags/es.png,"Aymeric Laporte (born 27 May 1994) is a Spanish footballer who plays as a centre back for British club Manchester City, and the Spain national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/212/218/23_120.png,191,187,CB,1994-05-27,86,87,€64.5M,€195K,left,3,2,3,medium/medium,unique,yes,€124.2m,212218,"Tackling,Tactician",10,Manchester City,https://cdn.sofifa.net/teams/10/60.png,85,SUB,14,2018-01-30,2025,1362,Spain,https://cdn.sofifa.net/teams/1362/60.png,83,rcb,24,58,45,84,83,40,63,61,69,81,78,55,65,57,87,55,68,80,67,83,47,82,87,54,65,44,84,86,87,86,10,11,5,14,5,"Injury prone,Long passer (AI)"
230025,2023-04-06,Bruno Fernandes,Bruno Miguel Borges Fernandes,https://cdn.sofifa.net/flags/pt.png,"Bruno Fernandes (born 8 September 1994) is a Portuguese footballer who plays as a central attacking midfielder for British club Manchester United, and the Portugal national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/212/198/23_120.png,179,152,"CAM,CM,RM",1994-09-08,86,86,€72.5M,€190K,right,3,4,3,high/high,unique,yes,€137.8m,212198,"Playmaker,Engine,Distance shooter,Crosser,Complete midfielder",11,Manchester United,https://cdn.sofifa.net/teams/11/60.png,82,CAM,8,2020-01-30,2026,1354,Portugal,https://cdn.sofifa.net/teams/1354/60.png,83,lcm,8,86,83,64,89,87,79,86,85,87,85,75,69,78,91,79,88,71,94,66,88,82,66,85,92,90,81,69,74,65,12,14,15,8,14,"Solid player,Leadership,Flair,Long passer (AI),Long shot taker (AI),Playmaker (AI),Outside foot shot"
230025,2023-04-06,Paulo Dybala,Paulo Bruno Exequiel Dybala,https://cdn.sofifa.net/flags/ar.png,"Paulo Dybala (Paulo Bruno Exequiel Dybala, born 15 November 1993) is an Argentine footballer who plays as a centre forward for Italian club Roma, and the Argentina national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/211/110/23_120.png,177,165,"CF,CAM",1993-11-15,86,86,€69.5M,€130K,left,3,4,3,high/low,unique,yes,€118.2m,211110,"Dribbler,Playmaker,FK Specialist,Complete midfielder",52,Roma,https://cdn.sofifa.net/teams/52/60.png,80,RF,21,2022-07-20,2025,1369,Argentina,https://cdn.sofifa.net/teams/1369/60.png,83,sub,21,82,83,58,86,88,90,89,88,79,93,84,76,88,79,90,84,74,73,60,89,43,42,82,91,84,79,32,41,39,5,4,4,5,8,"Injury prone,Finesse shot,Flair,Playmaker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Leon Goretzka,Leon Christoph Goretzka,https://cdn.sofifa.net/flags/de.png,"Leon Goretzka (Leon Christoph Goretzka, born 6 February 1995) is a German footballer who plays as a centre midfield for German club FC Bayern München, and the Germany national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/209/658/23_120.png,189,181,"CM,CDM",1995-02-06,86,86,€72M,€105K,right,4,3,4,high/medium,unique,yes,€118.8m,209658,,21,FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,85,LCM,8,2018-07-01,2026,1337,Germany,https://cdn.sofifa.net/teams/1337/60.png,82,sub,8,75,82,86,86,71,84,76,73,85,85,78,78,76,86,73,85,80,84,88,86,82,85,85,84,60,82,74,84,78,13,8,15,11,9,"Injury prone,Dives into tackles (AI),Long shot taker (AI)"
230025,2023-04-06,David Alaba,David Olatukunbo Alaba,https://cdn.sofifa.net/flags/at.png,"David Alaba (David Olatukunbo Alaba, born 24 June 1992) is an Austrian footballer who plays as a centre back for Spanish club Real Madrid, and the Austria national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/197/445/23_120.png,180,172,"CB,LB",1992-06-24,86,86,€55.5M,€220K,left,4,3,4,medium/high,normal (170-185),yes,€113.8m,197445,Tactician,243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,SUB,4,2021-07-01,2026,1322,Austria,https://cdn.sofifa.net/teams/1322/60.png,77,sub,8,83,63,77,89,67,77,77,85,80,85,79,79,76,88,78,82,81,74,78,78,78,87,73,78,79,85,89,84,83,5,7,14,15,9,Long shot taker (AI)
230025,2023-04-06,Keylor Navas,Keylor Navas Gamboa,https://cdn.sofifa.net/flags/cr.png,"Keylor Navas (Keylor Navas Gamboa, born 15 December 1986) is a Costa Rican footballer who plays as a goalkeeper for British club Nottingham Forest, on loan from Paris Saint Germain. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/193/041/23_120.png,185,176,GK,1986-12-15,86-1,86-1,€7.5M,€65K,right,3,1,3,medium/medium,normal (185+),yes,,193041,,14,Nottingham Forest,https://cdn.sofifa.net/teams/14/60.png,77,GK,12,,"jun 30, 2023",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,81,61,56,70,39,75,13,32,22,16,64,25,63,28,14,14,87,83,75,85,87,"GK Long throw,Cautious with crosses"
230025,2023-04-06,Ciro Immobile,Ciro Immobile,https://cdn.sofifa.net/flags/it.png,Ciro Immobile (born 20 February 1990) is an Italian footballer who plays as a striker for Italian club Lazio. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/192/387/23_120.png,185,187,ST,1990-02-20,86,86,€55M,€100K,right,4,3,4,high/medium,unique,yes,€93.5m,192387,Clinical finisher,46,Lazio,https://cdn.sofifa.net/teams/46/60.png,79,ST,17,2016-07-27,2026,,,,,,,55,91,81,79,85,79,70,58,57,80,84,86,75,87,84,86,82,74,74,80,73,40,90,71,88,76,34,33,32,6,8,15,12,6,Outside foot shot
230025,2023-04-06,Parejo,Daniel Parejo Muñoz,https://cdn.sofifa.net/flags/es.png,Parejo (born 16 April 1989) is a Spanish footballer who plays as a centre midfield for Spanish club Villarreal. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/189/513/23_120.png,182,163,"CM,CDM",1989-04-16,86,86,€42M,€64K,right,4,3,2,medium/medium,normal (170-185),yes,€88.2m,189513,"Playmaker,Crosser,FK Specialist,Complete midfielder",483,Villarreal,https://cdn.sofifa.net/teams/483/60.png,80,LCM,10,2020-08-12,2024,,,,,,,86,83,61,92,72,81,88,90,90,86,55,52,63,79,72,81,50,76,70,88,59,80,81,90,88,85,72,73,71,5,9,12,14,8,"Solid player,Leadership,Long passer (AI),Playmaker (AI)"
230025,2023-04-06,Thiago,Thiago Alcântara do Nascimento,https://cdn.sofifa.net/flags/es.png,"Thiago (Thiago Alcântara do Nascimento, born 11 April 1991) is a Spanish footballer who plays as a centre midfield for British club Liverpool. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/189/509/23_120.png,174,154,CM,1991-04-11,86,86,€55.5M,€180K,right,3,5,3,medium/medium,normal (170-185),yes,€102.7m,189509,"Dribbler,Playmaker,Acrobat,Complete midfielder",9,Liverpool,https://cdn.sofifa.net/teams/9/60.png,84,LCM,6,2020-09-18,2024,,,,,,,78,68,54,90,82,89,85,77,88,92,69,55,90,82,90,75,86,75,60,73,80,82,75,87,75,88,68,76,75,6,11,7,9,13,"Injury prone,Dives into tackles (AI),Flair,Playmaker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Kevin Trapp,Kevin Trapp,https://cdn.sofifa.net/flags/de.png,"Kevin Trapp (born 8 July 1990) is a German footballer who plays as a goalkeeper for German club Eintracht Frankfurt, and the Germany national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/188/943/23_120.png,189,185,GK,1990-07-08,86,86,€36M,€43K,right,4,1,3,medium/medium,normal (185+),yes,€61.2m,188943,,1824,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/60.png,78,GK,1,2019-08-07,2026,1337,Germany,https://cdn.sofifa.net/teams/1337/60.png,82,sub,22,13,13,11,25,12,10,14,12,12,24,43,50,42,84,37,59,76,45,75,13,30,22,12,46,17,64,15,14,10,84,82,79,85,88,"Leadership,Rushes out of goal,Saves with feet"
230025,2023-04-06,Wojciech Szczęsny,Wojciech Tomasz Szczęsny,https://cdn.sofifa.net/flags/pl.png,"Wojciech Szczęsny (Wojciech Tomasz Szczęsny, born 18 April 1990) is a Polish footballer who plays as a goalkeeper for Italian club Juventus, and the Poland national team. In the game FIFA 23 his overall rating is 86.",https://cdn.sofifa.net/players/186/153/23_120.png,195,198,GK,1990-04-18,86,86,€33.5M,€125K,right,3,1,3,medium/medium,lean (185+),yes,€57m,186153,,45,Juventus,https://cdn.sofifa.net/teams/45/60.png,82,GK,1,2017-07-19,2024,1353,Poland,https://cdn.sofifa.net/teams/1353/60.png,77,gk,1,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,86,83,73,86,87,
230025,2023-04-06,Thiago Silva,Thiago Emiliano da Silva,https://cdn.sofifa.net/flags/br.png,Thiago Silva (born 22 September 1984) is a Brazilian footballer who plays as a centre back for British club Chelsea. In the game FIFA 23 his overall rating is 86.,https://cdn.sofifa.net/players/164/240/23_120.png,183,174,CB,1984-09-22,86,86,€12M,€115K,right,3,2,4,medium/high,normal (170-185),yes,€22.2m,164240,"Tackling,Tactician",5,Chelsea,https://cdn.sofifa.net/teams/5/60.png,83,SUB,6,2020-08-28,2024,,,,,,,60,40,82,83,61,67,62,61,84,80,45,52,62,88,66,71,88,66,79,65,77,89,59,73,60,86,90,87,85,9,12,5,9,10,"Leadership,Power header,Team player"
230025,2023-04-06,Jude Bellingham,Jude Victor William Bellingham,https://cdn.sofifa.net/flags/gb-eng.png,"Jude Bellingham (Jude Victor William Bellingham, born 29 June 2003) is a British footballer who plays as a centre midfield for German club Borussia Dortmund, and the England national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/252/371/23_120.png,186,165,CM,2003-06-29,85,91,€81.5M,€44K,right,4,4,2,high/high,lean (185+),yes,€154.9m,252371,"Dribbler,Engine",22,Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,81,RCM,22,2020-07-23,2025,1318,England,https://cdn.sofifa.net/teams/1318/60.png,83,lcm,22,66,77,69,86,71,86,73,49,85,84,77,70,81,85,79,78,77,91,75,74,85,81,78,84,56,81,79,79,77,14,11,10,5,8,"Dives into tackles (AI),Leadership,Flair,Technical dribbler (AI)"
230025,2023-04-06,Pedri,Pedro González López,https://cdn.sofifa.net/flags/es.png,"Pedri (born 25 November 2002) is a Spanish footballer who plays as a centre midfield for Spanish club FC Barcelona, and the Spain national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/251/854/23_120.png,174,134,CM,2002-11-25,85,92,€104.5M,€115K,right,4,4,2,high/high,lean (170-185),yes,€235.1m,251854,"Dribbler,Playmaker,Engine,Acrobat,Complete midfielder",241,FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,83,LCM,8,2020-08-04,2026,1362,Spain,https://cdn.sofifa.net/teams/1362/60.png,83,lcm,26,68,72,50,87,56,87,79,62,85,88,82,76,88,85,90,68,65,88,73,68,62,72,77,88,53,87,68,73,63,12,7,11,8,8,"Solid player,Flair,Long passer (AI),Technical dribbler (AI)"
230025,2023-04-06,Matthijs de Ligt,Matthijs de Ligt,https://cdn.sofifa.net/flags/nl.png,"Matthijs de Ligt (born 12 August 1999) is a Dutch footballer who plays as a centre back for German club FC Bayern München, and the Netherlands national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/235/243/23_120.png,189,196,CB,1999-08-12,85,89,€71M,€77K,right,3,2,3,medium/high,unique,yes,€122.5m,235243,Strength,21,FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,85,LCB,4,2022-07-19,2027,105035,Netherlands,https://cdn.sofifa.net/teams/105035/60.png,82,rcb,3,52,50,85,77,45,65,48,55,67,73,62,71,53,85,62,82,89,75,92,67,85,81,44,45,40,82,84,85,88,12,11,11,12,10,"Solid player,Leadership,Power header"
230025,2023-04-06,Theo Hernández,Theo Bernard François Hernández,https://cdn.sofifa.net/flags/fr.png,"Theo Hernández (Theo Bernard François Hernández, born 6 October 1997) is a French footballer who plays as a left back for Italian club Milan, and the France national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/232/656/23_120.png,184,179,"LB,LM",1997-10-06,85,90,€76M,€82K,left,3,3,3,high/medium,unique,yes,€134.9m,232656,Speedster,47,Milan,https://cdn.sofifa.net/teams/47/60.png,81,LB,19,2019-07-05,2026,1335,France,https://cdn.sofifa.net/teams/1335/60.png,83,lb,22,84,69,74,79,66,83,69,64,68,79,92,94,78,85,76,83,68,90,81,72,82,78,80,73,50,80,74,81,80,12,10,7,7,7,Speed dribbler (AI)
230025,2023-04-06,Lautaro Martínez,Lautaro Javier Martínez,https://cdn.sofifa.net/flags/ar.png,"Lautaro Martínez (Lautaro Javier Martínez, born 22 August 1997) is an Argentine footballer who plays as a striker for Italian club Inter, and the Argentina national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/231/478/23_120.png,174,159,ST,1997-08-22,85-1,88-1,€74.5M,€100K,right,4,4,3,high/medium,unique,yes,€128.5m,231478,Acrobat,44,Inter,https://cdn.sofifa.net/teams/44/60.png,83,LS,10,2018-07-05,2026,1369,Argentina,https://cdn.sofifa.net/teams/1369/60.png,83,sub,22,58,88,84,76,90,84,78,54,73,86,86,80,86,86,89,80,89,80,84,76,90,45,87,80,74,86,55,31,44,11,8,8,8,13,"Flair,Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Trent Alexander-Arnold,Trent Alexander-Arnold,https://cdn.sofifa.net/flags/gb-eng.png,"Trent Alexander-Arnold (born 7 October 1998) is a British footballer who plays as a right back for British club Liverpool, and the England national team. In the game FIFA 23 his overall rating is 85.",https://cdn.sofifa.net/players/231/281/23_120.png,180,152,RB,1998-10-07,85,88,€68M,€130K,right,4,3,3,high/medium,unique,yes,€130.9m,231281,Crosser,9,Liverpool,https://cdn.sofifa.net/teams/9/60.png,84,RB,66,2015-10-07,2025,1318,England,https://cdn.sofifa.net/teams/1318/60.png,83,sub,18,91,62,69,87,63,78,87,85,91,84,73,79,73,82,73,82,66,89,66,75,69,82,78,90,55,80,77,81,78,14,15,14,6,7,"Early crosser,Long passer (AI),Long shot taker (AI)"
