id|crossing|finishing|heading_accuracy|short_passing|volleys|dribbling|curve|fk_accuracy|long_passing|ball_control|acceleration|sprint_speed|agility|reactions|balance|shot_power|jumping|stamina|strength|long_shots|aggression|interceptions|positioning|vision|penalties|composure|defensive_awareness|standing_tackle|sliding_tackle|gk_diving|gk_handling|gk_kicking|gk_positioning|gk_reflexes|traits
210423|71|70|43|76|74|73|73|72|71|77|75|73|79|73|74|77|51|84|55|73|59|56|74|71|69|77|62|56|43|10|7|16|13|7|Solid Player,Flair,Long Shot Taker (AI)
244727|40|75|75|66|70|69|50|44|49|75|53|69|60|68|33|78|80|84|92|69|59|16|80|66|71|76|26|15|14|14|13|12|12|14|Power Header
198904|29|30|71|60|32|43|33|35|63|52|52|54|44|75|51|40|84|65|83|22|81|76|29|39|26|66|75|74|74|9|9|11|12|8|Leadership,Power Header
230392|71|71|69|68|72|73|70|73|71|74|85|80|82|70|74|74|52|64|66|75|43|48|72|75|65|68|36|29|20|16|10|15|14|11|Giant Throw-in
190456|76|54|67|73|45|71|64|49|66|73|71|60|70|72|68|73|69|62|60|67|76|74|66|66|46|73|74|74|74|10|11|13|15|7|
225785|67|73|59|70|67|76|68|45|59|75|83|83|86|72|73|71|62|75|58|68|36|23|75|72|60|66|24|32|19|9|10|8|9|9|Technical Dribbler (AI)
243449|42|28|77|72|18|57|42|30|62|68|49|52|41|71|52|59|70|70|73|30|67|75|23|43|46|63|74|77|76|9|13|13|13|8|
253177|66|68|49|76|48|75|60|54|67|76|82|87|69|68|66|77|64|71|69|73|59|65|70|70|50|65|66|66|62|15|6|14|6|10|Speed Dribbler (AI)
238332|64|72|78|70|55|66|50|44|55|68|80|83|66|76|84|81|91|91|85|64|86|47|76|68|72|67|45|50|47|7|9|14|15|12|Power Header
239356|46|38|58|69|42|66|54|41|67|68|61|51|74|73|78|60|85|82|76|54|84|78|55|52|50|69|72|76|72|6|9|13|11|12|Dives Into Tackles (AI),Long Passer (AI)
202493|73|66|63|74|48|73|74|52|67|73|79|78|75|74|75|76|76|76|65|57|80|66|74|73|50|73|65|66|64|8|7|8|12|12|Speed Dribbler (AI)
205565|50|29|76|63|29|48|46|32|65|61|48|70|42|59|51|59|86|76|90|39|83|70|38|46|35|60|73|74|68|15|7|11|14|16|Leadership,Long Passer (AI),Power Header
248573|63|57|59|78|51|75|59|49|70|77|84|85|77|74|72|71|75|80|74|56|70|74|63|71|57|70|69|70|59|6|11|14|12|5|Speed Dribbler (AI)
256509|68|75|60|67|66|74|48|65|55|73|90|80|82|72|70|71|44|72|70|70|56|18|77|71|65|66|26|23|21|11|8|13|14|6|Speed Dribbler (AI)
224510|66|75|67|68|63|71|65|58|58|72|81|75|80|77|85|80|87|84|68|74|82|53|76|66|80|65|33|55|50|12|15|12|11|12|Outside Foot Shot
237566|60|76|67|76|60|70|57|51|72|74|76|72|73|82|68|69|80|90|68|65|73|67|80|72|59|70|70|69|64|10|14|11|10|12|Solid Player
255742|66|64|52|77|59|73|65|55|76|75|74|68|71|72|82|72|65|82|63|73|60|67|71|76|54|70|65|67|59|5|7|8|12|6|
198143|74|72|64|77|68|77|80|69|68|78|78|76|82|73|84|76|71|73|73|73|56|25|74|70|77|68|27|30|20|9|9|14|15|15|Flair,Outside Foot Shot,Technical Dribbler (AI)
184575|65|75|53|72|75|74|77|76|67|78|80|80|83|76|81|83|68|67|61|80|75|33|77|74|73|76|43|52|34|11|12|9|16|9|Leadership,Flair,Long Shot Taker (AI),Outside Foot Shot,Technical Dribbler (AI)
233984|59|35|74|67|40|40|58|49|65|63|77|72|68|70|41|54|72|54|76|44|53|72|33|46|45|70|79|78|79|19|10|11|11|10|
240640|56|32|72|64|27|60|36|41|55|65|71|73|62|70|72|32|69|84|75|30|71|74|53|43|42|64|79|75|73|6|15|14|9|11|Leadership,Team Player
251392|51|61|64|75|62|72|50|47|69|74|74|74|69|72|68|73|74|83|67|71|87|70|70|72|55|65|69|75|71|7|11|5|12|8|Dives Into Tackles (AI),Long Shot Taker (AI)
212225|40|43|76|71|27|53|27|31|62|68|49|57|53|68|41|45|82|64|85|39|66|69|42|49|34|64|72|74|71|13|9|13|13|13|Power Header
236033|10|5|12|40|8|13|11|13|49|16|45|43|55|72|42|53|69|26|52|5|21|6|5|34|17|42|13|13|12|74|68|71|69|78|
212994|58|79|74|72|72|69|67|65|49|73|79|73|79|65|74|75|74|74|63|69|33|15|74|52|72|72|31|27|24|6|9|15|13|9|Long Throw-in,Finesse Shot
233218|69|53|65|67|61|73|68|57|69|71|82|86|79|68|74|63|42|85|68|66|69|67|67|67|61|66|67|69|69|12|10|13|6|13|Early Crosser,Speed Dribbler (AI)
177922|73|67|63|68|68|73|74|69|63|73|85|85|78|72|73|70|52|55|65|68|47|48|70|72|65|68|36|28|20|16|10|15|14|11|Flair,Long Shot Taker (AI),Speed Dribbler (AI),Outside Foot Shot
236547|73|66|53|72|64|74|69|70|66|71|81|81|84|69|81|74|73|75|57|73|78|63|70|71|65|70|59|67|66|6|7|10|9|13|Dives Into Tackles (AI),Technical Dribbler (AI)
199940|70|63|62|75|60|77|69|70|64|74|77|75|79|67|91|64|75|72|66|66|64|41|72|74|68|71|44|52|49|15|13|8|13|16|Long Shot Taker (AI),Playmaker (AI),Technical Dribbler (AI)
215556|62|60|62|77|56|73|57|51|76|76|68|72|67|76|62|78|55|74|74|72|51|80|56|62|55|71|78|76|74|12|7|13|15|13|Long Passer (AI)
225028|57|58|51|80|61|72|62|48|77|75|55|57|59|71|64|63|67|71|77|65|72|76|62|70|58|84|75|75|69|11|13|12|9|7|
231428|66|68|68|75|75|71|64|66|73|75|73|68|72|73|80|76|70|79|69|75|68|72|70|70|61|73|71|72|70|10|9|7|15|7|Leadership,Long Shot Taker (AI)
206085|73|65|45|69|50|78|75|67|60|74|79|82|73|70|75|73|50|74|61|68|56|65|71|70|66|68|65|70|55|13|16|13|10|6|Long Shot Taker (AI)
216325|14|15|14|32|19|20|20|15|46|27|48|49|40|67|42|53|71|31|66|17|28|18|9|51|19|49|20|16|14|75|71|71|69|77|
220165|54|76|75|69|75|69|65|47|45|71|64|63|67|74|66|78|70|64|76|71|63|18|76|60|67|68|24|21|18|9|13|7|16|6|Power Header
221445|65|70|70|71|70|72|65|64|64|71|86|85|78|75|78|73|86|77|64|65|66|35|77|71|72|72|38|38|31|10|15|13|12|7|Solid Player,Team Player
231685|68|41|64|67|43|69|60|35|59|69|69|76|68|69|71|57|89|73|72|53|67|70|58|56|56|65|72|74|72|11|10|10|6|10|
245253|54|61|49|75|54|76|62|46|71|77|76|66|88|72|91|57|83|89|44|55|76|76|60|70|47|64|73|72|67|14|9|6|6|6|
185349|65|48|68|74|49|73|59|59|69|72|75|72|78|68|72|70|85|79|66|64|85|71|64|67|49|77|67|69|71|16|8|11|12|6|Long Throw-in,Dives Into Tackles (AI),Team Player
254470|65|39|61|67|47|69|60|49|65|68|77|74|69|72|74|44|72|78|65|39|70|73|69|62|40|67|71|70|69|12|7|10|11|12|
226568|70|70|60|75|66|73|80|70|72|76|65|73|79|67|71|73|47|74|60|75|57|32|72|76|67|71|38|31|33|6|9|16|15|13|Flair,Long Shot Taker (AI),Playmaker (AI)
228616|14|15|19|38|19|18|20|14|33|25|52|55|35|67|61|54|65|42|65|19|30|25|12|25|18|48|14|17|21|73|69|72|72|75|
229128|73|72|52|74|58|73|59|62|66|75|78|76|74|69|78|71|69|63|48|65|59|55|68|75|62|66|51|38|30|14|8|6|6|9|Speed Dribbler (AI)
230408|75|65|58|77|66|77|70|62|74|75|71|72|83|73|73|55|69|57|62|57|47|44|67|77|64|76|23|56|48|8|15|11|7|15|
239368|65|50|70|69|38|70|59|46|65|67|79|85|65|70|64|75|73|75|77|47|79|69|63|58|48|64|71|73|70|14|7|11|8|9|Solid Player,Speed Dribbler (AI)
197641|12|13|12|23|10|14|11|19|14|18|46|46|37|69|40|53|55|28|40|11|25|15|9|48|22|60|14|12|17|72|72|71|72|73|Rushes Out Of Goal,Comes For Crosses
222729|41|77|77|56|73|67|45|43|44|68|75|77|62|67|56|73|90|60|88|60|80|19|74|50|68|68|12|21|24|14|10|9|16|10|
238857|72|56|59|72|57|71|68|48|54|70|85|84|84|63|81|66|60|72|59|54|75|70|72|65|47|72|69|70|71|6|6|7|11|10|Speed Dribbler (AI),Giant Throw-in
241673|78|55|67|73|61|69|82|78|70|72|74|67|69|65|65|72|70|78|72|63|73|70|67|70|66|69|68|71|70|12|13|6|8|9|Early Crosser
188938|14|11|12|25|15|13|12|14|44|22|44|50|65|62|53|52|60|38|64|15|25|24|17|31|14|58|12|14|15|75|70|69|74|73|
230411|72|69|56|70|56|74|62|75|65|73|75|72|77|67|69|74|60|73|58|77|70|22|71|72|65|70|48|35|33|10|7|13|13|7|
262925|65|68|67|74|48|73|63|61|75|74|60|60|60|71|56|77|67|89|80|72|73|66|66|70|70|71|64|70|65|14|11|7|9|12|Solid Player,Flair,Long Passer (AI),Long Shot Taker (AI)
229901|24|25|74|66|23|56|26|31|63|64|37|44|57|71|30|33|70|66|88|26|66|73|26|50|40|65|73|73|74|12|12|12|15|13|Long Passer (AI),Power Header
256781|77|46|57|69|32|68|52|53|61|69|75|79|72|68|71|53|63|60|60|38|67|70|64|57|49|62|68|76|74|7|11|12|9|13|Long Throw-in
262414|62|74|53|74|50|74|65|64|72|73|73|75|72|69|72|73|59|71|61|68|58|40|68|76|54|69|42|38|35|12|12|12|12|7|Technical Dribbler (AI)
203280|69|73|75|74|73|70|69|69|64|75|63|66|76|74|69|74|84|72|61|71|61|44|77|71|75|69|45|24|18|14|7|11|9|14|Solid Player,Finesse Shot
230672|35|33|70|69|34|57|33|27|59|62|54|66|56|67|43|51|70|56|79|27|86|71|31|46|47|62|70|77|74|9|7|13|10|8|Dives Into Tackles (AI)
237328|67|73|55|68|57|77|64|39|54|74|90|85|84|62|81|68|51|68|52|59|54|25|69|65|52|66|30|34|27|9|6|8|12|6|Speed Dribbler (AI)
246800|64|66|60|64|50|77|49|30|57|76|93|91|79|70|69|66|79|76|66|55|62|49|65|67|55|66|55|62|50|13|9|7|8|7|Speed Dribbler (AI),Technical Dribbler (AI)
189712|68|58|68|76|60|67|71|69|71|78|42|49|57|67|66|77|49|75|76|75|80|75|69|70|72|74|69|75|64|7|12|11|6|7|Injury Prone,Playmaker (AI)
262417|12|8|14|24|8|14|12|14|22|18|26|29|36|73|32|51|40|24|70|8|22|15|9|45|15|36|13|15|11|72|69|68|71|75|
237841|65|56|70|69|38|67|63|48|66|69|81|84|73|68|68|68|84|76|72|51|76|71|67|68|62|71|61|72|71|5|15|12|11|14|Solid Player,Speed Dribbler (AI)
240913|13|6|13|38|9|18|12|11|40|22|45|39|44|69|48|56|68|19|60|8|21|12|4|42|30|63|18|10|14|72|71|74|70|76|Rushes Out Of Goal
241937|66|66|57|74|55|76|60|63|68|77|75|73|71|71|70|76|76|85|73|74|68|68|68|74|45|72|67|71|66|9|5|7|12|7|Flair,Technical Dribbler (AI)
251410|56|45|71|77|32|68|49|48|64|67|75|77|68|67|81|73|63|79|85|69|90|70|46|58|46|70|72|75|72|7|9|14|15|15|Dives Into Tackles (AI)
242195|25|37|67|71|28|59|26|24|68|66|78|82|67|69|65|34|81|75|79|40|72|72|40|33|30|68|71|75|71|9|11|10|11|10|
231445|68|68|50|76|57|75|71|52|75|75|75|77|68|74|74|80|52|73|79|77|74|62|69|73|55|75|69|66|65|11|13|8|10|14|Injury Prone,Finesse Shot,Flair,Long Passer (AI),Long Shot Taker (AI),Playmaker (AI)
241941|59|34|75|68|31|68|49|31|65|67|69|74|61|65|65|47|70|75|80|36|75|71|55|63|37|66|70|76|73|8|12|13|9|10|Dives Into Tackles (AI)
207894|51|30|69|72|35|57|44|45|74|62|34|34|34|74|42|79|74|69|78|62|77|75|55|68|47|73|76|71|70|11|8|8|16|12|Injury Prone,Long Passer (AI)
209430|68|73|68|70|73|72|65|56|66|73|66|69|67|74|66|80|72|90|85|73|73|63|75|68|72|69|64|64|57|10|11|10|13|11|Solid Player,Long Shot Taker (AI),Team Player
214294|58|59|67|74|56|70|55|70|72|72|78|80|80|68|62|76|83|84|81|71|79|68|65|69|65|72|68|67|68|10|8|10|14|8|Dives Into Tackles (AI),Long Passer (AI),Long Shot Taker (AI),Power Header
239894|62|48|65|75|38|74|54|40|73|74|71|67|74|75|72|65|71|87|75|58|73|72|65|71|50|73|70|70|68|8|6|6|11|11|Solid Player
241686|68|73|69|71|66|74|70|75|57|73|75|75|78|75|87|77|68|72|63|72|41|25|77|69|76|69|41|47|45|7|14|8|11|10|Speed Dribbler (AI)
243478|43|51|58|78|39|73|67|69|74|77|64|67|71|68|82|69|63|80|57|71|72|67|63|75|58|69|65|72|71|14|9|5|6|15|Playmaker (AI)
188182|55|30|73|70|32|60|59|41|63|62|71|77|53|68|57|65|79|69|84|57|72|71|46|47|39|65|73|72|75|6|15|12|10|6|
199191|61|33|58|63|34|61|60|44|56|67|70|72|73|69|69|51|82|87|69|38|72|75|51|59|47|67|76|76|72|9|8|11|13|9|
230424|55|46|61|72|49|61|59|45|71|67|60|61|65|71|59|68|73|77|73|58|76|75|43|64|54|69|73|72|68|15|15|18|8|7|
230936|69|48|54|75|68|71|69|62|71|74|69|68|80|73|80|58|58|76|55|58|65|77|64|66|58|74|69|70|68|10|7|6|10|14|
231448|67|68|39|72|55|78|66|67|58|77|85|81|82|65|80|67|41|70|53|54|42|42|69|71|60|60|31|37|37|12|12|11|11|15|Flair,Technical Dribbler (AI)
176920|48|44|70|73|39|53|60|60|74|60|68|69|66|72|69|54|80|71|78|51|74|74|52|60|65|68|75|71|70|13|15|9|16|11|Team Player
207897|67|57|69|70|62|64|66|68|67|69|65|55|64|69|66|72|77|79|78|66|72|72|53|59|50|66|76|74|78|11|13|7|11|10|Solid Player
213017|61|36|72|71|43|60|44|40|68|68|63|69|65|70|62|42|80|65|78|39|65|72|37|37|48|72|78|74|72|6|15|10|15|6|
230681|75|49|68|73|39|73|70|44|66|69|77|76|66|73|62|75|57|76|75|63|74|66|69|56|45|60|66|72|69|11|14|6|7|13|Early Crosser
232729|39|77|71|66|55|64|57|51|49|68|77|78|80|74|83|75|79|74|71|68|83|37|78|57|72|68|43|39|35|9|15|10|7|9|
232985|66|65|46|74|61|83|65|64|71|71|82|80|85|65|89|67|75|76|70|68|63|52|65|73|63|69|33|53|46|6|12|11|9|8|Playmaker (AI)
243481|71|48|38|68|46|71|66|44|67|67|89|90|82|65|75|51|66|87|66|42|55|66|66|65|53|63|68|70|71|10|7|9|15|11|Speed Dribbler (AI)
245018|28|23|72|70|19|66|30|19|66|68|68|72|70|72|67|47|77|66|78|34|70|74|43|62|35|68|69|75|72|8|9|5|11|8|Leadership
234779|14|14|22|29|13|17|20|10|40|21|38|39|45|72|30|50|68|41|76|19|22|22|12|46|32|52|13|21|14|73|68|67|75|74|GK Long Throw,Comes For Crosses
251675|57|64|58|75|60|68|67|55|73|74|74|73|71|69|78|78|61|78|76|75|84|69|73|73|64|64|69|72|72|8|10|13|11|14|Long Shot Taker (AI)
210972|73|32|61|70|37|72|72|46|62|74|67|65|69|69|68|69|67|66|60|44|68|74|67|41|46|64|73|75|74|14|7|14|12|13|Injury Prone
216860|63|69|42|65|60|75|76|58|48|75|90|91|87|66|65|69|31|68|49|67|56|35|67|67|50|65|32|33|26|11|10|10|11|11|Flair,Long Shot Taker (AI),Speed Dribbler (AI),Outside Foot Shot
183580|58|79|77|64|83|62|57|45|49|69|53|52|54|81|57|76|61|77|77|67|60|39|79|60|77|78|46|29|21|11|7|15|13|7|Team Player,Chip Shot (AI)
253213|71|40|53|73|40|73|56|68|63|73|69|69|66|70|56|68|71|68|68|57|71|72|50|45|35|64|73|72|73|12|10|5|10|14|
216350|42|69|73|77|46|75|47|48|72|71|59|72|57|73|70|69|64|80|82|59|74|69|78|73|46|78|70|69|65|11|10|12|15|14|Injury Prone,Leadership,Team Player
229150|56|45|73|76|40|64|37|37|74|72|72|77|69|74|67|75|83|75|73|57|73|72|36|65|40|72|72|73|70|9|14|11|11|9|Long Throw-in
230686|69|61|70|78|69|74|66|59|74|75|69|63|65|69|70|75|62|73|69|69|69|69|67|68|59|70|70|78|74|8|9|9|8|9|Long Shot Taker (AI)
240926|30|23|78|66|30|48|29|35|58|51|50|53|44|69|53|49|78|53|79|21|80|70|28|39|45|63|75|75|70|9|6|6|12|10|
230175|19|11|17|14|15|21|20|12|16|21|42|53|40|70|39|52|41|31|56|14|22|15|12|67|13|62|17|14|10|73|77|69|76|66|
213536|19|17|14|34|19|19|16|14|46|45|50|48|43|78|40|53|67|33|69|14|34|20|7|55|23|60|10|17|17|72|70|70|70|75|Long Passer (AI),Team Player,Rushes Out Of Goal,Comes For Crosses,Saves with Feet
226592|73|69|68|71|60|74|70|55|70|75|73|73|73|71|73|76|58|68|57|74|68|64|75|71|51|73|68|68|64|7|16|9|14|15|Speed Dribbler (AI)
230432|38|76|73|69|69|68|42|37|42|67|64|64|60|78|60|77|62|53|70|82|36|18|76|50|62|60|19|23|19|10|12|13|6|14|
252448|64|73|58|69|65|80|55|43|49|76|85|82|79|71|77|73|55|71|75|67|57|26|73|59|55|62|33|31|23|6|11|10|14|9|Technical Dribbler (AI)
173857|14|11|10|40|11|16|13|16|37|20|45|45|40|68|40|50|71|40|73|10|39|20|13|51|23|65|21|18|19|70|71|67|77|71|Leadership,GK Long Throw,Team Player,Cautious With Crosses
251681|40|26|69|66|28|51|33|35|63|62|73|76|62|72|63|48|83|74|70|20|73|74|25|28|42|64|75|76|74|13|5|11|6|12|
252961|37|32|78|68|37|63|40|30|66|65|55|67|55|67|58|57|81|69|79|25|75|71|36|53|42|65|71|73|69|6|14|9|8|7|Injury Prone
206114|67|60|55|78|52|73|70|68|72|75|67|68|85|73|70|68|69|78|54|64|69|70|70|74|50|73|68|70|65|10|6|9|11|7|
207650|69|56|67|71|46|69|72|54|73|73|63|63|62|74|66|70|74|66|73|58|69|73|53|60|54|72|77|76|73|8|13|15|14|7|Long Throw-in
210722|39|74|82|68|69|66|55|46|47|71|62|54|66|73|39|74|86|80|86|68|87|23|75|63|75|71|28|23|20|9|15|15|14|6|Power Header
232226|11|18|18|29|7|16|11|14|41|22|49|48|58|70|28|56|71|33|79|17|38|12|9|42|15|64|19|12|11|75|69|75|74|70|Comes For Crosses
235042|78|60|66|79|62|68|78|80|77|74|51|50|66|71|68|78|68|74|74|74|70|71|69|72|78|72|71|72|72|13|12|15|14|14|Leadership,Long Shot Taker (AI),Team Player
239138|68|68|61|74|58|78|46|40|59|77|78|76|87|69|84|59|53|89|54|56|55|30|73|72|50|61|34|32|36|12|6|9|7|7|Technical Dribbler (AI)
189218|65|65|66|76|58|71|63|52|73|74|54|66|62|68|77|75|74|80|75|69|84|74|65|71|63|78|75|74|72|12|16|11|8|9|Injury Prone,Leadership
199715|70|72|65|71|73|75|78|62|72|73|66|71|67|78|56|75|67|65|70|73|61|25|75|74|74|72|68|21|23|11|16|8|14|16|Injury Prone
206115|43|50|66|70|35|68|45|43|67|70|55|54|54|71|60|75|75|71|80|64|80|73|65|65|45|74|74|72|70|9|15|8|8|12|Injury Prone,Dives Into Tackles (AI),Team Player
210723|77|55|67|73|56|67|67|69|72|69|68|60|67|73|67|68|83|76|75|62|73|69|65|62|54|71|68|73|71|10|13|10|14|7|
229155|83|51|61|73|48|72|82|74|74|73|73|70|70|70|73|76|64|85|74|73|69|71|68|74|39|72|69|68|63|7|12|13|7|12|Long Throw-in,Early Crosser,Long Passer (AI),Long Shot Taker (AI),Outside Foot Shot
230435|43|57|71|77|63|58|63|54|75|60|72|71|79|64|74|80|66|75|62|73|79|77|54|65|62|61|79|71|63|11|13|16|8|10|Long Passer (AI)
191011|12|14|13|32|18|14|13|12|31|22|42|46|40|72|34|53|57|23|68|19|12|20|10|44|17|63|28|19|19|72|71|70|70|76|GK Long Throw,Cautious With Crosses
225316|48|50|74|66|26|57|38|28|63|67|66|75|62|70|60|77|84|76|84|61|82|71|58|45|37|69|73|70|68|13|11|13|8|13|Dives Into Tackles (AI)
230436|51|75|68|67|75|74|62|45|47|72|80|77|78|72|66|77|69|68|62|68|41|29|76|72|75|77|27|23|18|7|6|9|7|11|Dives Into Tackles (AI)
235812|49|76|75|69|73|73|64|42|57|74|63|65|62|74|46|71|69|71|80|66|65|31|74|58|75|63|35|31|33|10|5|13|12|9|
228645|74|63|64|74|62|66|67|48|79|72|65|68|70|72|68|67|78|91|75|63|74|60|70|81|64|67|52|55|51|11|15|14|13|14|Leadership,Early Crosser,Long Passer (AI),Long Shot Taker (AI)
242725|58|71|72|76|65|75|70|57|72|75|61|65|65|70|42|78|70|78|85|75|73|67|70|69|52|71|63|69|58|13|8|10|6|12|Solid Player,Dives Into Tackles (AI),Finesse Shot,Long Passer (AI)
191269|76|63|57|78|73|70|82|66|79|75|49|53|81|68|67|74|61|64|66|63|70|69|68|77|66|81|67|71|57|13|16|11|15|11|Injury Prone,Leadership,Long Passer (AI),Playmaker (AI),Outside Foot Shot,Technical Dribbler (AI)
231207|61|23|71|72|23|58|39|31|71|68|67|69|63|70|60|38|71|71|84|28|73|74|33|36|36|71|70|74|73|6|11|10|8|7|Power Header
179751|43|78|83|60|77|56|66|50|53|72|45|51|43|74|52|75|82|34|86|66|81|20|81|72|79|74|39|44|43|12|11|11|13|12|Power Header
271400|63|64|52|69|63|79|64|60|64|78|81|80|82|77|78|59|79|71|60|58|51|22|73|74|64|69|21|37|29|8|13|11|12|9|Speed Dribbler (AI),Technical Dribbler (AI)
224808|16|30|72|62|15|38|18|24|61|62|55|45|47|72|44|36|77|75|79|18|76|76|24|23|30|69|75|75|73|9|16|6|10|9|Leadership,Long Passer (AI),Team Player
220969|74|61|32|67|62|74|73|69|57|72|90|87|91|74|78|60|60|75|60|61|60|35|60|73|53|73|42|48|35|11|7|10|16|14|Early Crosser,Technical Dribbler (AI)
261417|14|10|9|24|9|9|20|12|16|20|44|42|46|71|50|50|70|35|44|8|30|8|5|48|20|28|8|11|12|72|70|67|70|77|Rushes Out Of Goal
204842|19|13|13|37|18|16|18|17|27|24|38|42|37|68|44|52|70|24|67|18|26|21|18|51|24|56|27|20|20|72|73|69|73|75|Leadership,Cautious With Crosses
155946|77|70|44|78|65|73|79|78|76|78|58|48|67|73|67|78|53|72|70|74|79|57|74|74|73|78|42|56|41|8|15|14|12|10|Finesse Shot,Long Shot Taker (AI)
236075|75|57|68|72|66|74|74|70|64|75|69|74|72|77|57|71|68|73|72|73|82|64|69|65|62|67|68|68|69|13|10|8|12|13|
240683|54|65|57|74|48|75|64|44|72|76|71|78|80|71|73|66|80|80|65|62|67|72|65|75|51|69|68|67|64|10|15|14|11|7|Flair,Long Shot Taker (AI),Playmaker (AI)
228908|76|67|66|76|69|73|73|78|74|75|65|64|75|73|73|71|85|65|49|75|69|57|70|74|72|76|42|51|53|14|14|8|10|14|Playmaker (AI)
236076|65|50|56|61|60|72|58|47|42|66|79|89|75|73|66|73|85|79|69|51|64|73|62|63|55|63|76|66|71|14|12|7|9|12|
260908|72|45|62|69|52|69|54|42|59|68|85|84|82|69|80|52|64|87|64|50|75|66|60|67|46|65|66|66|69|8|13|10|13|13|Dives Into Tackles (AI),Speed Dribbler (AI)
204077|64|71|67|67|71|71|70|64|57|72|69|77|70|67|64|86|74|49|83|72|52|30|71|68|74|71|30|24|20|4|6|4|4|4|Flair
230445|69|75|81|71|70|61|61|46|70|72|48|53|50|73|60|80|85|73|84|69|80|42|77|68|79|75|42|38|29|13|14|9|9|7|
238126|56|71|43|77|44|78|52|50|75|76|66|61|71|70|77|55|43|60|56|69|48|71|69|73|51|69|53|73|58|12|8|9|11|13|Outside Foot Shot,Technical Dribbler (AI)
248878|48|36|74|67|29|48|31|35|61|59|68|68|50|71|47|45|65|63|84|33|72|72|33|52|36|69|73|74|73|10|8|11|9|11|
221743|68|68|44|70|64|75|74|69|66|74|81|80|77|70|77|73|34|65|56|63|49|23|72|72|69|70|35|31|25|7|6|11|14|12|Finesse Shot,Flair,Speed Dribbler (AI)
244271|51|55|71|69|43|63|31|41|65|68|66|55|72|71|57|67|57|87|69|66|88|72|56|57|43|65|72|76|77|9|9|13|11|11|Dives Into Tackles (AI)
184111|58|74|85|66|73|65|62|64|51|74|50|50|59|74|43|81|87|52|87|68|62|29|77|69|71|71|28|25|18|14|5|12|8|5|Injury Prone,Power Header
205360|67|74|73|67|69|70|70|63|57|72|74|76|80|72|76|76|77|65|58|72|59|50|79|69|75|72|43|49|53|14|14|12|11|13|Injury Prone,Finesse Shot
217648|65|67|51|74|56|77|72|54|66|76|76|65|87|71|84|57|65|87|41|68|39|37|64|73|56|70|46|46|42|16|11|11|11|7|Playmaker (AI)
252208|74|43|55|68|51|73|70|41|63|69|88|83|90|69|84|64|76|75|48|50|66|71|68|50|42|64|68|69|64|11|12|9|13|13|Early Crosser
227633|62|69|54|73|67|74|72|55|70|75|84|82|81|73|76|73|58|73|64|75|66|48|72|67|63|72|57|53|44|7|10|15|12|12|Flair,Long Shot Taker (AI),Speed Dribbler (AI),Outside Foot Shot
246321|63|72|73|67|71|69|64|57|47|72|92|89|91|68|76|73|68|90|58|68|70|44|78|65|70|68|38|49|46|5|9|5|9|12|Finesse Shot,Speed Dribbler (AI)
184881|75|66|60|76|68|78|67|68|74|77|65|67|68|68|74|79|68|45|62|75|72|31|75|76|62|70|25|32|31|13|7|10|10|8|Flair,Long Passer (AI)
200754|62|60|68|72|59|67|74|67|76|71|65|70|66|69|58|76|74|87|76|68|72|73|69|69|71|72|69|70|67|12|11|11|9|12|Injury Prone,Dives Into Tackles (AI),Long Passer (AI),Long Shot Taker (AI)
204850|59|75|46|71|55|80|47|52|65|73|88|82|88|73|85|62|70|71|54|74|56|45|67|66|54|72|44|47|37|9|7|8|8|9|Flair,Long Shot Taker (AI),Technical Dribbler (AI)
229682|54|25|73|64|26|57|35|22|56|65|61|66|36|74|62|40|82|68|76|25|66|75|29|58|36|70|76|72|72|10|8|12|14|7|Solid Player
245810|28|38|73|70|27|57|24|22|66|65|55|70|49|68|60|32|84|75|88|20|81|71|25|40|31|68|70|72|70|14|6|7|15|8|Dives Into Tackles (AI)
216627|58|73|84|58|68|68|62|45|55|71|55|76|52|70|50|76|75|66|90|58|73|42|73|54|67|68|39|44|39|10|10|13|8|9|Power Header
193844|75|71|59|74|64|74|76|65|72|72|66|62|75|72|85|68|56|65|64|69|57|56|73|75|64|70|52|56|53|14|15|8|16|11|
231733|70|76|45|68|60|74|75|73|67|72|78|74|80|65|79|69|33|70|43|75|40|44|69|75|70|72|36|46|37|12|9|9|8|8|Technical Dribbler (AI)
237109|76|63|43|70|38|68|72|48|66|74|78|79|75|71|74|59|46|78|59|34|61|62|66|71|55|65|59|60|63|11|10|14|13|13|Outside Foot Shot
242997|70|67|44|69|58|74|66|43|60|72|89|86|85|71|88|62|55|67|47|54|44|24|63|69|47|66|29|28|25|14|12|14|7|8|Injury Prone,Speed Dribbler (AI),Technical Dribbler (AI)
270390|71|64|50|69|55|76|67|45|55|77|82|77|77|67|78|61|48|64|54|59|45|33|73|68|56|66|30|32|30|6|6|12|6|12|Finesse Shot,Flair,Speed Dribbler (AI)
226103|69|40|65|70|21|67|45|36|48|75|78|79|73|65|82|55|83|76|65|44|71|69|58|45|40|54|68|71|72|8|11|14|15|13|Speed Dribbler (AI)
258615|65|69|58|80|48|73|65|55|73|74|79|77|78|72|80|60|74|75|67|70|56|65|68|71|54|72|53|71|50|12|8|6|11|15|Long Passer (AI),Speed Dribbler (AI),Outside Foot Shot
